From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q6ZN99	Q6ZN99	unreviewed	Q6ZN99_HUMAN	E3 ubiquitin protein ligase (EC 2.3.2.27)		Homo sapiens (Human)	347
Q6ZSH4	Q6ZSH4	unreviewed	Q6ZSH4_HUMAN	cDNA FLJ45526 fis, clone BRTHA2027227		Homo sapiens (Human)	292
Q9P1L1	Q9P1L1		Q9P1L1_HUMAN	deleted			
Q6ZU70	Q6ZU70	unreviewed	Q6ZU70_HUMAN	cDNA FLJ43960 fis, clone TESTI4016551		Homo sapiens (Human)	254
Q96MF8	Q96MF8	unreviewed	Q96MF8_HUMAN	cDNA FLJ32432 fis, clone SKMUS2001157, highly similar to Homo sapiens nebulin (NEB) gene		Homo sapiens (Human)	500
Q6ZP78	Q6ZP78	unreviewed	Q6ZP78_HUMAN	cDNA FLJ26366 fis, clone HRT05814		Homo sapiens (Human)	480
Q59F57	P14222	reviewed	PERF_HUMAN	Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein) (PFP)	PRF1 PFP	Homo sapiens (Human)	555
Q8N787	Q9H5I5	reviewed	PIEZ2_HUMAN	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)	PIEZO2 C18orf30 C18orf58 FAM38B	Homo sapiens (Human)	2752
Q86UE2	Q53SZ7	reviewed	PRR30_HUMAN	Proline-rich protein 30	PRR30 C2orf53	Homo sapiens (Human)	412
Q8IV90	Q8IV90		WASF4_HUMAN	deleted			
Q9UQC5	P40939	reviewed	ECHA_HUMAN	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	Homo sapiens (Human)	763
Q8NC59	Q8NC59	unreviewed	Q8NC59_HUMAN	cDNA FLJ32620 fis, clone STOMA2000386, highly similar to TBC1 domain family member 1 (cDNA FLJ90473 fis, clone NT2RP3002571, highly similar to TBC1 domain family member 1)		Homo sapiens (Human)	265
Q8N0T5	Q8N0T5		CB058_HUMAN	deleted			
Q9XRX6	Q30154	reviewed	DRB5_HUMAN	HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)	HLA-DRB5	Homo sapiens (Human)	266
Q9XS12	P04440	reviewed	DPB1_HUMAN	HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1)	HLA-DPB1 HLA-DP1B	Homo sapiens (Human)	258
Q9BVF5	Q96DX5	reviewed	ASB9_HUMAN	Ankyrin repeat and SOCS box protein 9 (ASB-9)	ASB9	Homo sapiens (Human)	294
Q9UFH0	Q49A88	reviewed	CCD14_HUMAN	Coiled-coil domain-containing protein 14	CCDC14	Homo sapiens (Human)	953
Q52LE7	P33763	reviewed	S10A5_HUMAN	Protein S100-A5 (Protein S-100D) (S100 calcium-binding protein A5)	S100A5 S100D	Homo sapiens (Human)	92
Q9H7D1	Q86SK9	reviewed	SCD5_HUMAN	Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (HSCD5) (Stearoyl-CoA 9-desaturase) (Stearoyl-CoA desaturase 2)	SCD5 ACOD4 SCD2 SCD4	Homo sapiens (Human)	330
Q96NE0	Q96NE0	unreviewed	Q96NE0_HUMAN	HCG1982013 (cDNA FLJ31021 fis, clone HLUNG2000412)	hCG_1982013	Homo sapiens (Human)	134
Q9UD92	Q99626	reviewed	CDX2_HUMAN	Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2)	CDX2 CDX3	Homo sapiens (Human)	313
Q9H5F8	Q86U90	reviewed	YRDC_HUMAN	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) (Dopamine receptor-interacting protein 3) (Ischemia/reperfusion-inducible protein homolog) (hIRIP)	YRDC DRIP3 IRIP	Homo sapiens (Human)	279
Q9BSK9	Q9BSK9		Q9BSK9_HUMAN	deleted			
Q96RI6	B0I1T2	reviewed	MYO1G_HUMAN	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	MYO1G HA2	Homo sapiens (Human)	1018
Q6ZVU4	Q6ZVU4	unreviewed	Q6ZVU4_HUMAN	cDNA FLJ42076 fis, clone SYNOV2018921		Homo sapiens (Human)	203
Q6LET5	P33552	reviewed	CKS2_HUMAN	Cyclin-dependent kinases regulatory subunit 2 (CKS-2)	CKS2	Homo sapiens (Human)	79
Q8N1I6	Q8N1I6		CF214_HUMAN	deleted			
Q6FHS6	P43235	reviewed	CATK_HUMAN	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	CTSK CTSO CTSO2	Homo sapiens (Human)	329
Q0ZD87	P10997	reviewed	IAPP_HUMAN	Islet amyloid polypeptide (Amylin) (Diabetes-associated peptide) (DAP) (Insulinoma amyloid peptide)	IAPP	Homo sapiens (Human)	89
Q6ZNY9	Q6ZNY9	unreviewed	Q6ZNY9_HUMAN	cDNA FLJ26869 fis, clone PRS08627		Homo sapiens (Human)	122
Q8NHH5	Q8NHH5	unreviewed	Q8NHH5_HUMAN	Uncharacterized protein		Homo sapiens (Human)	46
Q86YK2	Q86YK2	unreviewed	Q86YK2_HUMAN	Similar to small nuclear ribonucleoprotein polypeptide B''		Homo sapiens (Human)	109
Q9H8U1	Q9H8U1		Q9H8U1_HUMAN	deleted			
Q9BRI4	Q5PSV4	reviewed	BRM1L_HUMAN	Breast cancer metastasis-suppressor 1-like protein (BRMS1-homolog protein p40) (BRMS1-like protein p40)	BRMS1L	Homo sapiens (Human)	323
Q9H2U8	Q9H2U8	unreviewed	Q9H2U8_HUMAN	Mutant protoporphyrinogen oxidase		Homo sapiens (Human)	44
Q8N8B8	Q6P4F2	reviewed	FDX2_HUMAN	Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)	FDX2 FDX1L	Homo sapiens (Human)	186
Q6ZW86	Q6ZW86		Q6ZW86_HUMAN	deleted			
Q6ZNG5	Q6ZNG5		Q6ZNG5_HUMAN	deleted			
Q8IZ67	Q8IZ67		Q8IZ67_HUMAN	deleted			
Q9NWL5	Q4G0X9	reviewed	CCD40_HUMAN	Coiled-coil domain-containing protein 40	CCDC40 KIAA1640	Homo sapiens (Human)	1142
Q96EM3	Q6UX04	reviewed	CWC27_HUMAN	Spliceosome-associated protein CWC27 homolog (Antigen NY-CO-10) (Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog) (PPIase CWC27) (Serologically defined colon cancer antigen 10)	CWC27 SDCCAG10 UNQ438/PRO871	Homo sapiens (Human)	472
Q6ZMR8	Q6ZMR8		Q6ZMR8_HUMAN	deleted			
A2BFI2	Q9UMR5	reviewed	PPT2_HUMAN	Lysosomal thioesterase PPT2 (PPT-2) (EC 3.1.2.-) (S-thioesterase G14)	PPT2	Homo sapiens (Human)	302
Q5U0C3	Q5U0C3	unreviewed	Q5U0C3_HUMAN	small monomeric GTPase (EC 3.6.5.2)		Homo sapiens (Human)	184
Q8N7N2	Q8N7N2	unreviewed	Q8N7N2_HUMAN	Large ribosomal subunit protein mL42		Homo sapiens (Human)	133
Q96MG3	Q96MG3		Q96MG3_HUMAN	deleted			
Q5T741	P17026	reviewed	ZNF22_HUMAN	Zinc finger protein 22 (Zinc finger protein KOX15) (Zinc finger protein Krox-26)	ZNF22 KOX15 KROX26	Homo sapiens (Human)	224
A4D277	A9QM74	reviewed	IMA8_HUMAN	Importin subunit alpha-8 (Karyopherin subunit alpha-7)	KPNA7	Homo sapiens (Human)	516
Q9NRA4	P17020	reviewed	ZNF16_HUMAN	Zinc finger protein 16 (Zinc finger protein KOX9)	ZNF16 HZF1 KOX9	Homo sapiens (Human)	682
Q5JQ52	Q5JQ52		Q5JQ52_HUMAN	deleted			
Q9NSE7	Q9NSE7		ABCCD_HUMAN	deleted			
Q96RM9	Q96RM9	unreviewed	Q96RM9_HUMAN	Melanoma-associated chondroitin sulfate proteoglycan-like		Homo sapiens (Human)	230
Q9Y268	Q9NY47	reviewed	CA2D2_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]	CACNA2D2 KIAA0558	Homo sapiens (Human)	1150
Q9Y2Z8	Q9UJA5	reviewed	TRM6_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	TRMT6 KIAA1153 TRM6 CGI-09	Homo sapiens (Human)	497
Q96CF4	Q96CF4		Q96CF4_HUMAN	deleted			
Q8IV96	Q8IV96	unreviewed	Q8IV96_HUMAN	RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)	187
A0A585	A0A0K0K1A5	reviewed	TVB65_HUMAN	T cell receptor beta variable 6-5	TRBV6-5	Homo sapiens (Human)	114
Q53FA5	Q53FA5	unreviewed	Q53FA5_HUMAN	Protein translocation complex beta variant		Homo sapiens (Human)	96
Q8TC40	O00287	reviewed	RFXAP_HUMAN	Regulatory factor X-associated protein (RFX-associated protein) (RFX DNA-binding complex 36 kDa subunit)	RFXAP	Homo sapiens (Human)	272
Q8IXE4	Q8IXE4	unreviewed	Q8IXE4_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	399
Q9UI69	Q86YW9	reviewed	MD12L_HUMAN	Mediator of RNA polymerase II transcription subunit 12-like protein (Mediator complex subunit 12-like protein) (Thyroid hormone receptor-associated-like protein) (Trinucleotide repeat-containing gene 11 protein-like)	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314	Homo sapiens (Human)	2145
Q6ZT60	Q6ZT60	unreviewed	Q6ZT60_HUMAN	cDNA FLJ44934 fis, clone BRAMY3017920, highly similar to Active breakpoint cluster region-related protein		Homo sapiens (Human)	362
Q9P156	Q9P156	unreviewed	Q9P156_HUMAN	HCG2022592 (PRO2706)	hCG_2022592	Homo sapiens (Human)	67
Q9TQ69	Q9TQ69	unreviewed	Q9TQ69_HUMAN	MHC class II HLA-DQ		Homo sapiens (Human)	80
Q9UPH3	P16473	reviewed	TSHR_HUMAN	Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R)	TSHR LGR3	Homo sapiens (Human)	764
Q86WE6	Q86WE6	unreviewed	Q86WE6_HUMAN	Sarcoma antigen NY-SAR-79		Homo sapiens (Human)	74
Q6IPT3	Q6IPT3		BMS1L_HUMAN	deleted			
Q96SS3	Q96C01	reviewed	F136A_HUMAN	Protein FAM136A	FAM136A	Homo sapiens (Human)	138
Q96H68	Q14934	reviewed	NFAC4_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3)	NFATC4 NFAT3	Homo sapiens (Human)	902
Q96KE5	P22455	reviewed	FGFR4_HUMAN	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	FGFR4 JTK2 TKF	Homo sapiens (Human)	802
Q9NVM2	Q9NVM2	unreviewed	Q9NVM2_HUMAN	PB1 protein (cDNA FLJ10645 fis, clone NT2RP2005767, moderately similar to G.gallus PB1 gene)		Homo sapiens (Human)	306
Q5T2P8	P13928	reviewed	ANXA8_HUMAN	Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta)	ANXA8 ANX8	Homo sapiens (Human)	327
Q15929	Q15929		ZNF56_HUMAN	deleted			
Q86SW0	Q07954	reviewed	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	LRP1 A2MR APR	Homo sapiens (Human)	4544
Q9P1F0	Q9P1F0	unreviewed	Q9P1F0_HUMAN	PRO2049		Homo sapiens (Human)	81
Q149P5	O94856	reviewed	NFASC_HUMAN	Neurofascin	NFASC KIAA0756	Homo sapiens (Human)	1347
Q8N9L2	A2A2Y4	reviewed	FRMD3_HUMAN	FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O)	FRMD3 EPB41L4O	Homo sapiens (Human)	597
Q53QM0	P19447	reviewed	ERCC3_HUMAN	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (Basic transcription factor 2 89 kDa subunit) (BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit) (TFIIH 89 kDa subunit) (TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)	ERCC3 XPB XPBC	Homo sapiens (Human)	782
Q9Y4P4	Q8IU81	reviewed	I2BP1_HUMAN	Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)	IRF2BP1	Homo sapiens (Human)	584
Q9P1A3	Q9P1A3	unreviewed	Q9P1A3_HUMAN	PRO1048		Homo sapiens (Human)	78
Q8NE61	Q6GPH6	reviewed	IPIL1_HUMAN	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1	ITPRIPL1 KIAA1754L	Homo sapiens (Human)	555
Q6PIK3	Q6PIK3		Q6PIK3_HUMAN	deleted			
Q6P7N9	P00973	reviewed	OAS1_HUMAN	2'-5'-oligoadenylate synthase 1 ((2-5')oligo(A) synthase 1) (2-5A synthase 1) (EC 2.7.7.84) (E18/E16) (p46/p42 OAS)	OAS1 OIAS	Homo sapiens (Human)	400
Q8NGU0	Q8NGU0	unreviewed	Q8NGU0_HUMAN	Olfactory receptor		Homo sapiens (Human)	268
Q8N5V8	P49759	reviewed	CLK1_HUMAN	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	CLK1 CLK	Homo sapiens (Human)	484
Q9NZF0	Q9NZF0	unreviewed	Q9NZF0_HUMAN	BM-005		Homo sapiens (Human)	650
Q96Q82	Q96Q82		EAS1_HUMAN	deleted			
Q6ZP36	Q6ZS30	reviewed	NBEL1_HUMAN	Neurobeachin-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 17 protein)	NBEAL1 ALS2CR16 ALS2CR17	Homo sapiens (Human)	2694
Q8N984	Q8N984	unreviewed	Q8N984_HUMAN	cDNA FLJ38235 fis, clone FCBBF2005428		Homo sapiens (Human)	138
Q0VAR7	P60370	reviewed	KR105_HUMAN	Keratin-associated protein 10-5 (High sulfur keratin-associated protein 10.5) (Keratin-associated protein 10.5) (Keratin-associated protein 18-5) (Keratin-associated protein 18.5)	KRTAP10-5 KAP10.5 KAP18-5 KRTAP10.5 KRTAP18-5 KRTAP18.5	Homo sapiens (Human)	271
Q8IWM4	P59103	reviewed	DAOA_HUMAN	D-amino acid oxidase activator (Protein G72)	DAOA G72	Homo sapiens (Human)	153
Q5W1A5	Q5W1A5		Q5W1A5_HUMAN	deleted			
Q9NW00	Q96PV7	reviewed	F193B_HUMAN	Protein FAM193B	FAM193B IRIZIO KIAA1931	Homo sapiens (Human)	902
Q9H7A2	Q96QB1	reviewed	RHG07_HUMAN	Rho GTPase-activating protein 7 (Deleted in liver cancer 1 protein) (DLC-1) (HP protein) (Rho-type GTPase-activating protein 7) (START domain-containing protein 12) (StARD12) (StAR-related lipid transfer protein 12)	DLC1 ARHGAP7 KIAA1723 STARD12	Homo sapiens (Human)	1528
Q8WTY3	Q8WTY3		Q8WTY3_HUMAN	deleted			
Q6ZTC6	Q6ZTC6		Q6ZTC6_HUMAN	deleted			
Q96CG1	P62495	reviewed	ERF1_HUMAN	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1)	ETF1 ERF1 RF1 SUP45L1	Homo sapiens (Human)	437
Q9NSG0	P85298	reviewed	RHG08_HUMAN	Rho GTPase-activating protein 8 (Rho-type GTPase-activating protein 8)	ARHGAP8	Homo sapiens (Human)	464
Q9NSG0	P85299	reviewed	PRR5_HUMAN	Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1)	PRR5 PROTOR1 PP610	Homo sapiens (Human)	388
O95559	O95559	unreviewed	O95559_HUMAN	WH2 domain-containing protein		Homo sapiens (Human)	671
Q5VYM9	Q5VYM9		Q5VYM9_HUMAN	deleted			
Q3MJA0	O75145	reviewed	LIPA3_HUMAN	Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3)	PPFIA3 KIAA0654	Homo sapiens (Human)	1194
Q8IW27	Q03188	reviewed	CENPC_HUMAN	Centromere protein C (CENP-C) (Centromere autoantigen C) (Centromere protein C 1) (CENP-C 1) (Interphase centromere complex protein 7)	CENPC CENPC1 ICEN7	Homo sapiens (Human)	943
Q8N958	Q8N958		Q8N958_HUMAN	deleted			
Q9NXM3	Q6ZSS7	reviewed	MFSD6_HUMAN	Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2 homolog)	MFSD6 MMR2	Homo sapiens (Human)	791
Q96I80	Q96I80	unreviewed	Q96I80_HUMAN	PRSS12 protein		Homo sapiens (Human)	505
Q5W0C4	O75063	reviewed	XYLK_HUMAN	Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase)	FAM20B KIAA0475	Homo sapiens (Human)	409
Q6ZPC8	Q6ZPC8	unreviewed	Q6ZPC8_HUMAN	cDNA FLJ26048 fis, clone PRS02384		Homo sapiens (Human)	129
Q8WW02	Q502W6	reviewed	VWA3B_HUMAN	von Willebrand factor A domain-containing protein 3B (VWA domain-containing protein 3B)	VWA3B	Homo sapiens (Human)	1294
Q9Y6W9	Q9Y6W9	unreviewed	Q9Y6W9_HUMAN	Norepinephrine transporter isoform 2		Homo sapiens (Human)	53
Q96MM9	Q96MM9		Q96MM9_HUMAN	deleted			
Q8TBF1	Q8N9B8	reviewed	RGF1A_HUMAN	Ras-GEF domain-containing family member 1A	RASGEF1A	Homo sapiens (Human)	481
Q8N5R4	O75679	reviewed	RFPL3_HUMAN	Ret finger protein-like 3	RFPL3	Homo sapiens (Human)	317
Q6ZU68	Q6ZU68	unreviewed	Q6ZU68_HUMAN	cDNA FLJ43962 fis, clone TESTI4016822, highly similar to Protein phosphatase inhibitor 2		Homo sapiens (Human)	161
Q59FK4	Q59FK4	unreviewed	Q59FK4_HUMAN	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)	1167
Q53F24	Q53F24	unreviewed	Q53F24_HUMAN	CD7 antigen variant		Homo sapiens (Human)	240
Q96EK3	Q8IYU4	reviewed	UBQLN_HUMAN	Ubiquilin-like protein	UBQLNL	Homo sapiens (Human)	475
Q9NUP4	Q8NEH6	reviewed	MNS1_HUMAN	Meiosis-specific nuclear structural protein 1	MNS1	Homo sapiens (Human)	495
Q53GD8	Q53GD8	unreviewed	Q53GD8_HUMAN	peptidylprolyl isomerase (EC 5.2.1.8)		Homo sapiens (Human)	224
Q59GK2	Q59GK2	unreviewed	Q59GK2_HUMAN	[heparan sulfate]-glucosamine N-sulfotransferase (EC 2.8.2.8)		Homo sapiens (Human)	698
Q6PF09	O14975	reviewed	S27A2_HUMAN	Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS	Homo sapiens (Human)	620
Q9Y3E8	Q9Y3E8	unreviewed	Q9Y3E8_HUMAN	CGI-150 protein		Homo sapiens (Human)	504
Q53GL5	Q53GL5	unreviewed	Q53GL5_HUMAN	isocitrate dehydrogenase (NADP(+)) (EC 1.1.1.42) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)		Homo sapiens (Human)	452
Q06976	Q06976	unreviewed	Q06976_HUMAN	GTP binding protein		Homo sapiens (Human)	100
Q59F35	Q59F35	unreviewed	Q59F35_HUMAN	Interleukin 10 receptor, alpha variant		Homo sapiens (Human)	576
Q2EF79	Q2EF79	unreviewed	Q2EF79_HUMAN	MMP2		Homo sapiens (Human)	61
Q8NAP9	Q8NAP9		Q8NAP9_HUMAN	deleted			
Q75N02	Q02930	reviewed	CREB5_HUMAN	Cyclic AMP-responsive element-binding protein 5 (CREB-5) (cAMP-responsive element-binding protein 5) (cAMP-response element-binding protein A) (CRE-BPa)	CREB5 CREBPA	Homo sapiens (Human)	508
Q9BT32	Q9BT32	unreviewed	Q9BT32_HUMAN	Uncharacterized protein		Homo sapiens (Human)	127
Q9BRF2	Q5SV97	reviewed	PERM1_HUMAN	PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1)	PERM1 C1orf170	Homo sapiens (Human)	790
Q86YT1	Q68CK6	reviewed	ACS2B_HUMAN	Acyl-coenzyme A synthetase ACSM2B, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2B) (Benzoate--CoA ligase) (EC 6.2.1.25) (Butyrate--CoA ligase 2B) (Butyryl-coenzyme A synthetase 2B) (Middle-chain acyl-CoA synthetase 2B) (Xenobiotic/medium-chain fatty acid-CoA ligase HXM-A)	ACSM2B ACSM2 HYST1046	Homo sapiens (Human)	577
Q540B4	P14902	reviewed	I23O1_HUMAN	Indoleamine 2,3-dioxygenase 1 (IDO-1) (EC 1.13.11.52) (Indoleamine-pyrrole 2,3-dioxygenase)	IDO1 IDO INDO	Homo sapiens (Human)	403
Q5STC1	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132
Q96NF6	Q96NF6		CH049_HUMAN	deleted			
Q53XB1	P40616	reviewed	ARL1_HUMAN	ADP-ribosylation factor-like protein 1	ARL1	Homo sapiens (Human)	181
Q9UGB4	Q9UGB4		CT187_HUMAN	deleted			
Q9UHS6	Q9UHS6	unreviewed	Q9UHS6_HUMAN	PRO1996		Homo sapiens (Human)	65
Q5W1B9	Q5W1B9		Q5W1B9_HUMAN	deleted			
Q9H554	P48061	reviewed	SDF1_HUMAN	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93
Q8WUC8	Q6ZUT9	reviewed	DEN5B_HUMAN	DENN domain-containing protein 5B (Rab6IP1-like protein)	DENND5B	Homo sapiens (Human)	1274
Q9H6X9	Q9H6X9	unreviewed	Q9H6X9_HUMAN	cDNA: FLJ21717 fis, clone COL10322		Homo sapiens (Human)	362
Q9NV38	Q86YB7	reviewed	ECHD2_HUMAN	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	ECHDC2	Homo sapiens (Human)	292
Q96RJ9	Q5EG05	reviewed	CAR16_HUMAN	Caspase recruitment domain-containing protein 16 (Caspase recruitment domain-only protein 1) (CARD-only protein 1) (Caspase-1 inhibitor COP) (Pseudo interleukin-1 beta converting enzyme) (Pseudo-ICE) (Pseudo-IL1B-converting enzyme)	CARD16 COP COP1	Homo sapiens (Human)	197
Q9NZZ7	Q9BTX3	reviewed	TM208_HUMAN	Transmembrane protein 208	TMEM208 HSPC171	Homo sapiens (Human)	173
Q53XP6	Q16665	reviewed	HIF1A_HUMAN	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	HIF1A BHLHE78 MOP1 PASD8	Homo sapiens (Human)	826
Q8WUD3	Q5HYI8	reviewed	RABL3_HUMAN	Rab-like protein 3	RABL3	Homo sapiens (Human)	236
Q9P181	Q9P181	unreviewed	Q9P181_HUMAN	PRO2176		Homo sapiens (Human)	90
Q6ZRH2	Q6ZRH2		Q6ZRH2_HUMAN	deleted			
Q9UEI6	Q9UEI6	unreviewed	Q9UEI6_HUMAN	Polio virus related protein 2, alpha isoform		Homo sapiens (Human)	449
Q9H5Q8	Q9H5Q8	unreviewed	Q9H5Q8_HUMAN	cDNA: FLJ23161 fis, clone LNG09730		Homo sapiens (Human)	361
Q5HY50	Q5HY50		Q5HY50_HUMAN	deleted			
Q9UIV4	P55008	reviewed	AIF1_HUMAN	Allograft inflammatory factor 1 (AIF-1) (Ionized calcium-binding adapter molecule 1) (Protein G1)	AIF1 G1 IBA1	Homo sapiens (Human)	147
Q53FU5	Q53FU5	unreviewed	Q53FU5_HUMAN	Tetraspanin		Homo sapiens (Human)	253
A2RRA8	Q14676	reviewed	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)	MDC1 KIAA0170 NFBD1	Homo sapiens (Human)	2089
Q9H761	Q9H761		CN139_HUMAN	deleted			
Q9UHS2	Q9UHS2	unreviewed	Q9UHS2_HUMAN	HCG2032222 (PRO2047)	hCG_2032222	Homo sapiens (Human)	56
Q9NXC8	Q9NXC8	unreviewed	Q9NXC8_HUMAN	cDNA FLJ20318 fis, clone HEP08704		Homo sapiens (Human)	550
Q6FG67	P0DJI8	reviewed	SAA1_HUMAN	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	SAA1	Homo sapiens (Human)	122
Q6FG67	P0DJI9	reviewed	SAA2_HUMAN	Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)]	SAA2	Homo sapiens (Human)	122
Q5TAG2	Q03052	reviewed	PO3F1_HUMAN	POU domain, class 3, transcription factor 1 (Octamer-binding protein 6) (Oct-6) (Octamer-binding transcription factor 6) (OTF-6) (POU domain transcription factor SCIP)	POU3F1 OCT6 OTF6	Homo sapiens (Human)	451
